yogurt,sausage,whole milk,semi-finished bread
salty snack,pastry,whole milk
hard cheese,soap
oil,photo/film,whole milk,packaged fruit/vegetables
rolls/buns,other vegetables
rolls/buns,sausage
onions,canned beer
other vegetables,meat
bottled water,sugar
brown bread,yogurt
specialty bar,yogurt
whipped/sour cream,rolls/buns,sausage,liver loaf,whole milk,white bread,other vegetables,hamburger meat
nut snack,bottled beer
pip fruit,soda
whole milk,rolls/buns,bottled beer
finished products,whole milk
yogurt,other vegetables
beef,newspapers
other vegetables,pot plants
uht-milk,dessert,margarine
beverages,bottled water
other vegetables,pot plants,whole milk
uht-milk,whole milk
uht-milk,whole milk
frozen meals,cake bar
oil,other vegetables
root vegetables,sliced cheese,white bread
ice cream,soda
rolls/buns,cream cheese
cream cheese,candy
sausage,soda
whole milk,semi-finished bread
rolls/buns,sausage
pot plants,shopping bags,berries,tropical fruit,other vegetables
beef,soda
frozen vegetables,butter
root vegetables,whole milk
beef,ice cream
sausage,whole milk
pip fruit,yogurt
whipped/sour cream,other vegetables
pip fruit,fruit/vegetable juice
beef,citrus fruit
root vegetables,butter
domestic eggs,flour,frankfurter,whole milk
whole milk,canned beer
flour,sugar
white bread,canned beer
whipped/sour cream,chicken,frozen meals,whole milk,bottled beer
specialty bar,rolls/buns
rum,pip fruit
fruit/vegetable juice,tropical fruit
margarine,sausage
soda,fruit/vegetable juice
sausage,seasonal products
whole milk,other vegetables,canned beer
rolls/buns,white wine
citrus fruit,yogurt
red/blush wine,butter
ham,bottled beer
frankfurter,other vegetables
dog food,canned beer
onions,other vegetables
margarine,pickled vegetables,rolls/buns,shopping bags
red/blush wine,shopping bags,whole milk,canned beer,cream cheese
snack products,frozen vegetables,whole milk,tropical fruit
citrus fruit,root vegetables
ice cream,fruit/vegetable juice
hamburger meat,frankfurter
pastry,napkins,whole milk
soft cheese,napkins
white wine,napkins,other vegetables
fruit/vegetable juice,whole milk
pickled vegetables,butter
rolls/buns,chocolate,soda
other vegetables,sugar
cream cheese,pastry,bottled beer
root vegetables,oil,yogurt
other vegetables,bottled beer
yogurt,sausage
domestic eggs,coffee,liver loaf,flower (seeds),frozen meals,yogurt
rolls/buns,softener,canned beer
frozen vegetables,bottled water
oil,butter,soda
sausage,whole milk
citrus fruit,yogurt,ice cream,soups
canned vegetables,frozen meals
butter,whole milk
canned vegetables,white wine,flour
whipped/sour cream,turkey
cream cheese,soda
pastry,tropical fruit
salt,other vegetables
cookware,yogurt
whole milk,bottled beer
napkins,specialty cheese
whipped/sour cream,canned fish,herbs,pastry,yogurt
herbs,curd cheese,white bread
beverages,sausage
bottled water,white bread
prosecco,frankfurter
margarine,whole milk,berries
frozen meals,whole milk
pastry,whole milk
pip fruit,whole milk
ham,coffee
frozen meals,sauces
rolls/buns,dessert
dish cleaner,sugar
waffles,oil,soda
chicken,whole milk
canned fruit,whole milk
hamburger meat,napkins,candy
popcorn,bottled beer,sugar
whipped/sour cream,root vegetables
mustard,cream cheese
napkins,whole milk
flower (seeds),beef,jam
dessert,napkins,long life bakery product
whipped/sour cream,waffles,root vegetables
root vegetables,whole milk
yogurt,whole milk
chicken,yogurt
cream cheese,frozen meals
frozen dessert,napkins,tropical fruit
bottled water,sparkling wine
waffles,beef,detergent,shopping bags
soda,other vegetables
ham,canned fruit
yogurt,bottled beer,butter milk
photo/film,butter milk,sugar
rolls/buns,soda,meat
margarine,tropical fruit,canned beer
misc. beverages,shopping bags
salty snack,whole milk
citrus fruit,pastry
chocolate,frankfurter
rolls/buns,canned fish
soda
ham,specialty chocolate,frozen meals,roll products
mustard,rolls/buns,napkins,whole milk,fruit/vegetable juice
beverages,other vegetables
red/blush wine,berries
butter milk,meat
zwieback,rice
other vegetables,packaged fruit/vegetables
bottled water,yogurt,pot plants
butter,sausage
frozen meals,jam
rolls/buns,napkins,soft cheese,packaged fruit/vegetables,root vegetables
pastry,chewing gum
root vegetables,pip fruit,other vegetables,canned beer
rolls/buns,pastry
rolls/buns,hygiene articles,fruit/vegetable juice
chicken,yogurt
margarine,softener,soda,whole milk
hamburger meat,white bread
pastry,soda,bottled water
cream cheese,fruit/vegetable juice
pastry,whole milk
frozen dessert,tropical fruit
citrus fruit,ham
yogurt,whole milk
semi-finished bread,tropical fruit
rolls/buns,whole milk
domestic eggs,mayonnaise,coffee
herbs,tropical fruit
rolls/buns,onions
brown bread,soda,shopping bags
chicken,napkins,soda
root vegetables,newspapers
house keeping products,whole milk
misc. beverages,white bread
ready soups,shopping bags
condensed milk,pork,pastry,whole milk
bottled water,frankfurter,curd,butter milk
bottled water,pet care,whole milk,other vegetables,newspapers,yogurt
herbs,fruit/vegetable juice
brown bread,yogurt
chicken,soda
rolls/buns,bottled water,whole milk
chocolate,white bread
whole milk,shopping bags
citrus fruit,butter
whole milk,other vegetables
other vegetables,berries
liquor (appetizer),other vegetables
hygiene articles,white bread
rolls/buns,bottled beer
root vegetables,napkins
hard cheese,shopping bags,jam,whole milk,bottled beer,candles
prosecco,chewing gum
mustard,frankfurter,tropical fruit
chocolate,long life bakery product
ham,female sanitary products
oil,butter milk
root vegetables,newspapers
cream cheese,pastry
hygiene articles,bottled beer
candy,other vegetables
whipped/sour cream,uht-milk
pork,pip fruit,white bread,canned beer
bottled water,yogurt
soda,whole milk
rolls/buns,yogurt
brown bread,salty snack,napkins
citrus fruit,specialty cheese
waffles,whole milk
hygiene articles,pastry
newspapers,butter
rolls/buns,sliced cheese,butter milk
beverages,sparkling wine
frozen vegetables,white bread
ham,chewing gum
hygiene articles,shopping bags
frankfurter,butter,soda,whole milk
specialty chocolate,flour
yogurt,specialty cheese
whipped/sour cream,salty snack,other vegetables
pork,pastry
red/blush wine,newspapers
rolls/buns,sausage
grapes,whole milk
pork,rolls/buns,other vegetables
rolls/buns,newspapers,yogurt
white wine,bottled beer,tropical fruit
salty snack,yogurt,pip fruit
pork,condensed milk
frozen meals,curd
bottled water,berries
rolls/buns,detergent,pasta,coffee
cream cheese,misc. beverages
tea,hygiene articles
other vegetables,tropical fruit
whole milk,tropical fruit
cat food,canned vegetables
hamburger meat,bottled water
dishes,frozen vegetables,domestic eggs,soda
chicken,beef
newspapers,yogurt,semi-finished bread
fruit/vegetable juice,bottled beer,canned beer
root vegetables,pastry
citrus fruit,other vegetables
beef,curd
frozen vegetables,pip fruit,butter milk
herbs,chicken,frozen meals
rolls/buns,citrus fruit,canned fish
hamburger meat,pastry,flour
cream cheese,newspapers,long life bakery product
margarine,whole milk,long life bakery product
frozen dessert,whole milk
other vegetables,whole milk
butter,whole milk
citrus fruit,beef,root vegetables,frozen dessert
cream cheese,female sanitary products
rum,whisky,shopping bags
pip fruit,other vegetables
rolls/buns,cream cheese
frozen potato products,dish cleaner,frozen vegetables,rolls/buns
white wine,chocolate,pip fruit
rolls/buns,bottled water
sausage,whole milk
brown bread,frozen fish
bottled water,dessert,white bread,tropical fruit
whole milk,hard cheese,liquor (appetizer),bottled beer
rolls/buns,ham
sliced cheese,specialty cheese
frozen potato products,rolls/buns
whole milk,other vegetables
frozen meals
citrus fruit,flour
dish cleaner,sausage
female sanitary products,newspapers,soda
beef,butter
pork,margarine,coffee
specialty chocolate,frozen vegetables
dishes,yogurt
bottled water,frankfurter
yogurt,tropical fruit
specialty bar,chewing gum,other vegetables
brown bread,frozen dessert
coffee,whole milk
other vegetables,packaged fruit/vegetables
misc. beverages,domestic eggs,sliced cheese
beef,specialty chocolate
pip fruit,root vegetables,sliced cheese,packaged fruit/vegetables
whipped/sour cream,root vegetables,salty snack
white wine,pip fruit,shopping bags
pip fruit,tidbits
mustard,dessert,white bread
frozen fruits,tropical fruit
beef,bottled water
rolls/buns,fruit/vegetable juice,sugar
butter,rolls/buns,onions,whole milk
tropical fruit
pork,yogurt
soft cheese,herbs,yogurt,rolls/buns
canned vegetables,curd,frankfurter,whole milk
rolls/buns,misc. beverages,soda
pork,sugar
uht-milk,whole milk
curd cheese,canned beer
soda,other vegetables
flower (seeds),pip fruit
sausage,long life bakery product
beef,onions
rolls/buns,chicken,frozen meals,pip fruit,pastry
herbs,curd
citrus fruit,female sanitary products
bottled water,turkey
domestic eggs,sausage,soda,shopping bags,pork,whole milk,vinegar,other vegetables,root vegetables
citrus fruit,ice cream,soda
fish,hard cheese,pickled vegetables
chicken,pork,newspapers
pip fruit,brandy
yogurt,whole milk
sausage,white bread
citrus fruit,grapes
kitchen towels,zwieback,shopping bags
beverages,sausage
margarine,detergent,soda,tropical fruit
chicken,bottled water,ice cream
fruit/vegetable juice,dishes,citrus fruit,whole milk
other vegetables,tropical fruit
misc. beverages,other vegetables
root vegetables,soda
prosecco,pip fruit,tropical fruit
rolls/buns,hamburger meat
specialty chocolate,liver loaf
citrus fruit,onions
yogurt,seasonal products
ham,onions
pork,frozen dessert
citrus fruit,canned beer
bottled water,whole milk
rolls/buns,salty snack,whole milk
brown bread,rolls/buns,whipped/sour cream
rolls/buns,cake bar
rolls/buns,frozen vegetables,other vegetables
beverages,fruit/vegetable juice
specialty bar,soda
pet care,dog food
rolls/buns,popcorn,pip fruit,bottled water
butter,soda
seasonal products,canned beer
citrus fruit,dessert
newspapers,other vegetables
yogurt,berries
newspapers,other vegetables
whipped/sour cream,domestic eggs,soda,shopping bags,pip fruit,frozen meals,cake bar
liquor,fruit/vegetable juice
pip fruit,whole milk
root vegetables,bottled water,turkey
oil,coffee,whole milk
white wine,curd
white bread,canned beer
bottled water,soda
whole milk,other vegetables
waffles,whole milk
beverages,pickled vegetables
pork,root vegetables
candles,whole milk
brown bread,canned beer
pastry,coffee
uht-milk,domestic eggs
sausage,curd
specialty bar,misc. beverages,other vegetables
chicken,house keeping products
finished products,root vegetables
rolls/buns,cake bar
beef,pastry,whole milk
frozen vegetables,pastry,sausage
whipped/sour cream,newspapers,curd cheese,bottled water
citrus fruit,yogurt
frankfurter,soda
curd,sugar
brown bread,rolls/buns
oil,other vegetables,sugar
chicken,citrus fruit
ready soups,canned beer
chewing gum,cake bar
dessert,napkins,fruit/vegetable juice
other vegetables,soda,whole milk
spread cheese,specialty chocolate,sugar
uht-milk,cream cheese,rolls/buns,other vegetables
pastry,onions
waffles,cream cheese,canned beer
rolls/buns,long life bakery product,dessert,tropical fruit
rolls/buns,butter
rolls/buns,meat
newspapers,chewing gum,whole milk
rolls/buns,root vegetables
mustard,tropical fruit
coffee,whole milk
cream cheese,yogurt
domestic eggs,root vegetables
pip fruit,other vegetables
dish cleaner,soda
rolls/buns,beverages,frozen vegetables,condensed milk,misc. beverages
butter,sausage
other vegetables,tropical fruit
root vegetables,kitchen towels
yogurt
brown bread,yogurt,other vegetables
pork,citrus fruit,other vegetables,shopping bags
chicken,canned vegetables,rolls/buns
citrus fruit,pip fruit
hygiene articles,liquor (appetizer)
margarine,onions,sweet spreads
pip fruit,shopping bags
other vegetables
photo/film,canned beer
whipped/sour cream,pastry,decalcifier
pip fruit,yogurt
pork,yogurt,margarine
bottled beer,whole milk
waffles,other vegetables
frozen vegetables,newspapers,whole milk
mustard,misc. beverages,bottled water
whipped/sour cream,waffles,pork,canned beer,tropical fruit,cream cheese,newspapers
rolls/buns,sauces
baking powder,soda
cream cheese,white bread
frozen fish,whole milk
yogurt,soda
bottled water,coffee,chocolate
root vegetables,grapes,soda
waffles,brandy,canned beer,light bulbs,dishes,cat food
whipped/sour cream,sausage
brown bread,bottled beer
oil,onions
whole milk,other vegetables
turkey,spread cheese,whole milk,canned beer,berries,long life bakery product,cat food
rolls/buns,chocolate,meat,citrus fruit,pastry
root vegetables,sausage
coffee,white bread
chicken,rolls/buns
rolls/buns,specialty chocolate
brown bread,chicken
soda
specialty chocolate,newspapers
yogurt
white bread,hamburger meat,frankfurter,whole milk
citrus fruit,bottled beer,shopping bags
yogurt,frankfurter
herbs,oil
chicken,whole milk
cream cheese,rice
hygiene articles,spread cheese,butter
whipped/sour cream,rolls/buns,soda
mustard,zwieback
chicken,frozen meals,whole milk,beverages,curd
ham,white wine,shopping bags
margarine,bottled water
domestic eggs,newspapers
specialty chocolate,butter,frozen meals
spread cheese,specialty chocolate
bottled water,long life bakery product,fruit/vegetable juice,meat
brown bread,pip fruit
chocolate,whole milk
rolls/buns,pip fruit
chicken,margarine,rolls/buns,other vegetables
bottled water,pip fruit
rolls/buns,domestic eggs
red/blush wine,hamburger meat,salty snack
frozen vegetables,frankfurter
brown bread,pet care
coffee,whole milk
bottled water,whole milk
nuts/prunes,shopping bags,other vegetables,canned beer
sliced cheese,soda,curd
butter,root vegetables,onions,whole milk
herbs,vinegar,shopping bags
bottled water,soda
whole milk,rolls/buns,margarine,other vegetables
soda,whole milk
whole milk,tropical fruit
dessert,butter
newspapers,canned beer
pastry,chewing gum
whole milk,tropical fruit
citrus fruit,sweet spreads
whipped/sour cream,sliced cheese,yogurt
margarine,tropical fruit
citrus fruit,newspapers,shopping bags
chicken,salty snack,coffee
rolls/buns,hamburger meat,pip fruit,berries
other vegetables,fruit/vegetable juice
whole milk,canned beer
chicken,curd
newspapers,dessert
yogurt,tropical fruit
dessert,red/blush wine,pip fruit,other vegetables
root vegetables,whole milk
other vegetables,bottled beer
pastry,detergent
pip fruit,napkins,other vegetables
brown bread,canned fish,whole milk
beef,citrus fruit
ice cream,bottled water,soda
root vegetables,processed cheese
rolls/buns,rum
frankfurter,whole milk
pet care,beef
newspapers,pastry
whipped/sour cream,other vegetables
rolls/buns,newspapers,frankfurter,waffles
ready soups,whole milk,meat
napkins,sugar
rolls/buns,other vegetables
sausage,whole milk
sausage,semi-finished bread
bottled beer,tropical fruit
whole milk
chicken,waffles
processed cheese,other vegetables
other vegetables,long life bakery product
salt,sausage
citrus fruit,flour,canned beer
citrus fruit,yogurt
pork,long life bakery product
zwieback,butter
salty snack,coffee,soft cheese,oil,whole milk,root vegetables,yogurt
canned fish,pip fruit,organic sausage,pastry
mustard,rolls/buns,newspapers,white bread
yogurt,napkins
pork,sausage,rolls/buns,tropical fruit
rolls/buns,bottled water
whipped/sour cream,frozen vegetables,chocolate,baking powder
beverages,other vegetables
brown bread,beef,rum
soda,napkins
rolls/buns,candy,curd
long life bakery product,tropical fruit
butter,soda
butter,soda
whole milk,rolls/buns,pickled vegetables,chocolate
root vegetables,whole milk
yogurt,flour
condensed milk,hamburger meat
instant coffee,domestic eggs,other vegetables,hamburger meat,root vegetables,pastry,yogurt,newspapers
citrus fruit,tropical fruit
rolls/buns,liquor,whole milk,tropical fruit,citrus fruit
sausage,detergent
rolls/buns,yogurt
pastry,dessert
liquor (appetizer),whole milk
brown bread,soda
pastry,photo/film
sausage,soda
specialty bar,soda
yogurt,canned beer
whipped/sour cream,rolls/buns
root vegetables,dessert,soda
ham,curd cheese
white bread,tropical fruit
domestic eggs,napkins,whole milk
specialty chocolate,candles
rolls/buns,packaged fruit/vegetables
fruit/vegetable juice,packaged fruit/vegetables
other vegetables,liver loaf
margarine,bottled beer
sausage,napkins,curd
photo/film,napkins
salty snack,sausage,detergent
mustard,frankfurter
root vegetables,other vegetables
whipped/sour cream,root vegetables,specialty bar
brown bread,pip fruit,frozen meals,white bread,fruit/vegetable juice,pastry
whipped/sour cream,frankfurter
dessert,cream cheese,sliced cheese
soda,canned beer
domestic eggs,bottled beer
yogurt,tropical fruit
bottled water,pip fruit
uht-milk,whole milk
pip fruit,instant food products
margarine,root vegetables
cream cheese,tropical fruit
margarine,frozen vegetables,frankfurter
rolls/buns,roll products
whipped/sour cream,curd
red/blush wine,canned beer
root vegetables,other vegetables
sugar,pip fruit,whole milk,beverages,canned fish,roll products
root vegetables,soda
pasta,rolls/buns,bottled water,kitchen utensil
butter,bottled beer
whipped/sour cream,rolls/buns,processed cheese,yogurt
soft cheese,frankfurter,specialty cheese
root vegetables,berries
ham,onions,baking powder
pastry,onions,soda
newspapers,baking powder,whole milk
rolls/buns,shopping bags
dog food,root vegetables
beef,shopping bags
whipped/sour cream,herbs,oil,flour
candy,whole milk
pip fruit,sausage
newspapers,yogurt
cream cheese,other vegetables
other vegetables,canned beer
butter,pip fruit
pip fruit,butter milk
newspapers,cake bar
whole milk,sliced cheese,other vegetables
cream cheese,fruit/vegetable juice
rolls/buns,whole milk
root vegetables,pickled vegetables
canned fish,berries
sausage,other vegetables,butter milk
hygiene articles,pastry
pastry,bottled water
flour,coffee,curd,canned beer
beverages,citrus fruit,pip fruit,other vegetables
whipped/sour cream,cream cheese
root vegetables,pickled vegetables
waffles,spread cheese
soda,whole milk
pork,other vegetables
soda,whole milk
uht-milk,skin care
onions,ice cream,soda
whipped/sour cream,sweet spreads,white bread,canned beer,packaged fruit/vegetables,finished products,hamburger meat,frankfurter,curd
root vegetables,other vegetables
pork,salty snack
yogurt,whole milk
whipped/sour cream,rolls/buns,margarine
salt,pickled vegetables,whole milk
bottled water,chocolate,shopping bags,pasta,pip fruit,other vegetables,yogurt
pet care,newspapers,dog food
brown bread,pork,oil,whole milk,bottled beer,other vegetables,ham
bottled water,flour
soda,fruit/vegetable juice
newspapers,sausage,sugar
margarine,cream cheese,dish cleaner
bottled beer,seasonal products
shopping bags
rolls/buns,cream cheese,napkins,shopping bags
hygiene articles,whole milk
dish cleaner,newspapers,frozen fish,whole milk
uht-milk,tropical fruit
mustard,pudding powder
dessert,bottled beer
citrus fruit,other vegetables
frozen vegetables,frankfurter
hard cheese,domestic eggs,coffee
pork,semi-finished bread
honey,salty snack
soda,canned beer
butter,yogurt,ketchup
uht-milk,coffee
other vegetables,whole milk
whipped/sour cream,margarine,beef
pasta,baking powder,meat
rolls/buns,fruit/vegetable juice
specialty chocolate,dessert,canned beer
pork,canned beer
uht-milk,frankfurter
root vegetables,whole milk
rolls/buns,meat
bottled water,shopping bags
pastry,other vegetables
soda,sparkling wine
root vegetables,sausage
butter milk,long life bakery product
dessert,other vegetables,long life bakery product
margarine,fruit/vegetable juice
rolls/buns,chicken,herbs,white bread,finished products,butter
butter milk,flower soil/fertilizer
beverages,pickled vegetables
canned vegetables,bottled beer
rolls/buns,onions,whole milk
butter,mayonnaise
rolls/buns,waffles
specialty bar,pickled vegetables
semi-finished bread,shopping bags
whole milk,other vegetables
cream cheese,soda
specialty bar,other vegetables
sausage,frankfurter
brown bread,misc. beverages
red/blush wine,sugar
rolls/buns,make up remover
yogurt,canned beer
pip fruit,detergent,whole milk
pip fruit,frankfurter
bottled water,canned vegetables
whipped/sour cream,sausage
domestic eggs,other vegetables
newspapers,butter
cleaner,other vegetables,cereals
syrup,newspapers
salty snack,yogurt,white bread
cat food,tropical fruit
pastry,yogurt,grapes,whole milk
margarine,canned beer
bottled water,canned beer
fish,yogurt
uht-milk,ice cream
margarine,butter
margarine,sugar
pip fruit,misc. beverages,yogurt
brown bread,pot plants,butter milk,fruit/vegetable juice,finished products
fruit/vegetable juice,pastry,whole milk
brown bread,sausage,curd
beef,tropical fruit
whole milk,tropical fruit
beef,whole milk
photo/film,tropical fruit
bottled water
rolls/buns,long life bakery product
citrus fruit,newspapers
rolls/buns,white bread,whole milk,beef,curd
whole milk,sugar
rolls/buns,sausage,soft cheese,pip fruit,beverages,other vegetables,specialty bar,newspapers,yogurt,curd
canned fish
yogurt,sausage
oil,dessert,whole milk,sausage
specialty chocolate,butter milk
specialty bar,yogurt
shopping bags,tropical fruit
coffee,napkins
frozen vegetables,onions
pork,rolls/buns
yogurt,tropical fruit
yogurt,soda
rolls/buns,newspapers,other vegetables
pip fruit,other vegetables
uht-milk,sausage
specialty chocolate,bottled water
misc. beverages,yogurt
rolls/buns,soda,shopping bags,tropical fruit,hamburger meat,butter
rolls/buns,white bread,candy
rolls/buns,ham
pip fruit,other vegetables
bottled water,curd,semi-finished bread
grapes,turkey,soda
whole milk,curd,sausage,fruit/vegetable juice
brown bread,butter,canned beer
bottled water,sausage
cling film/bags,organic sausage,other vegetables
ham,berries
other vegetables,curd
citrus fruit,canned beer
frozen vegetables,yogurt
specialty bar,misc. beverages
pork,liquor,long life bakery product
whipped/sour cream,frozen meals
salty snack,chocolate,napkins,frozen meals,whole milk,other vegetables,packaged fruit/vegetables,finished products
other vegetables,canned beer
uht-milk,citrus fruit,frozen vegetables
yogurt,long life bakery product
pork,sausage
sausage,canned beer
brown bread
dessert,berries,mayonnaise
hamburger meat,candles
newspapers,whole milk
beef,frozen dessert
citrus fruit,yogurt
pip fruit,male cosmetics
pork,other vegetables
misc. beverages,sausage
cake bar,yogurt,bottled beer,tropical fruit
pastry,bottled water
pork,cream cheese
pork,bottled water
domestic eggs,processed cheese,tropical fruit,beef,frozen vegetables,detergent,grapes,newspapers
frozen vegetables,chocolate marshmallow
chocolate,organic products,chicken,beef,newspapers
misc. beverages,berries
frozen vegetables
ice cream,white wine,male cosmetics,canned beer
rolls/buns,long life bakery product
frozen meals,other vegetables
rolls/buns,ice cream
hard cheese,beef
brown bread,other vegetables
chocolate,pip fruit
citrus fruit,yogurt,soda
sweet spreads,bottled beer
beef,whole milk
domestic eggs,dessert
yogurt,butter
chocolate,coffee
sausage,other vegetables
rolls/buns,whole milk
rolls/buns,cream cheese,bottled water
pip fruit,spices,sausage
white wine,sugar
root vegetables,sliced cheese
chocolate marshmallow,other vegetables
sausage,detergent,bottled beer
hard cheese,processed cheese
beef,pastry,curd
yogurt,other vegetables
hamburger meat,bottled beer
pastry,frozen fish
domestic eggs,instant coffee
pastry,pip fruit
male cosmetics,whole milk
beverages,bottled water
other vegetables,canned beer
canned fish,canned beer
condensed milk,pastry,tropical fruit
whole milk,shopping bags
whipped/sour cream,rolls/buns,root vegetables,whole milk
brown bread,chicken,hygiene articles,bottled water
white wine,whole milk
rolls/buns,vinegar
sugar,canned beer
soda,other vegetables
waffles,ham,newspapers
rolls/buns,pastry
brown bread,white bread
onions,instant coffee
rolls/buns,yogurt,instant food products
soft cheese,soda
citrus fruit,chocolate
beef,root vegetables,berries
cream cheese,whole milk
whole milk,butter,sausage,white bread
citrus fruit,newspapers,tropical fruit
pork,canned beer
mustard,soda
soda,beverages,cream cheese,root vegetables,hamburger meat,butter,frankfurter
whipped/sour cream,shopping bags
margarine,hamburger meat
frankfurter,other vegetables
finished products,popcorn
semi-finished bread,long life bakery product
citrus fruit,napkins,sugar
rolls/buns,candy,tropical fruit
whole milk,meat
hard cheese,root vegetables,waffles
cream cheese,soda,whole milk
pork,other vegetables
pork,bottled water,baking powder
rolls/buns,cat food,newspapers
domestic eggs,bottled water,butter,curd
pastry,dessert,other vegetables,canned beer
hygiene articles,other vegetables
domestic eggs,ice cream,butter milk,tropical fruit
bottled beer,long life bakery product
citrus fruit,white wine
white wine,yogurt
beverages,bottled water
soft cheese,margarine,hamburger meat,yogurt
brown bread,chocolate,meat
frankfurter,sparkling wine
bottled water,other vegetables
waffles,beef
root vegetables,pip fruit
whole milk,fruit/vegetable juice
hamburger meat,other vegetables
liquor,pastry,semi-finished bread
bottled water,sausage
yogurt,other vegetables
butter,onions
beef,sausage
soda,whole milk
jam,cake bar
red/blush wine,liquor (appetizer),sauces,coffee
pickled vegetables,canned beer
whipped/sour cream,margarine
bottled beer,whole milk
beef,canned vegetables,whole milk
hamburger meat,canned beer
dishes,pastry,detergent
butter,sausage
beverages,bottled water,other vegetables
specialty bar,rolls/buns,red/blush wine
frozen vegetables,butter milk
root vegetables,tropical fruit
sugar,pasta,chicken,photo/film,tropical fruit,packaged fruit/vegetables,pastry
root vegetables,berries
coffee,fruit/vegetable juice
grapes,pip fruit,soda
pork,ham
citrus fruit,butter milk
brown bread,pastry
root vegetables,butter milk
salt,meat
coffee,butter milk
root vegetables,frozen vegetables,misc. beverages
long life bakery product,napkins,tropical fruit
rolls/buns,pip fruit,tropical fruit
onions,bottled beer
pasta,citrus fruit,soda,candy
dessert,semi-finished bread
hygiene articles,pastry,frankfurter
rolls/buns,cling film/bags,whole milk
bottled water,napkins,whole milk,berries,curd
yogurt,bottled beer,sugar
sausage,canned beer
chocolate,butter
newspapers,soda
domestic eggs,soda,chicken,bottled beer,other vegetables
uht-milk,whole milk,long life bakery product
oil,baking powder,fruit/vegetable juice
zwieback,salty snack
sausage,soda
whole milk,meat
yogurt,soda,whole milk
pastry,soda
whipped/sour cream,cat food,frankfurter
coffee,whole milk
specialty bar,spread cheese,sausage,soda
root vegetables,bottled water,onions
pip fruit,other vegetables
condensed milk,curd
herbs,rolls/buns,spread cheese
dessert,canned beer
brown bread,bottled water,grapes,soda
mustard,beverages
yogurt,pip fruit
pork,male cosmetics
brown bread,rolls/buns
citrus fruit,bottled water
ham,other vegetables
pork,whole milk
chocolate,other vegetables
hard cheese,sauces,whole milk
spread cheese,specialty chocolate
whipped/sour cream,specialty chocolate,flour,tropical fruit
pastry,sausage,mayonnaise
bottled beer,coffee,whole milk
sauces,berries
pork,candles
coffee,yogurt,soda,whole milk
whipped/sour cream,tropical fruit
margarine,other vegetables
dessert,frozen chicken
frozen vegetables,frankfurter,shopping bags
baking powder,berries
canned fish,meat
root vegetables,pip fruit
pastry,detergent,rice
chocolate,tropical fruit
rolls/buns,jam,cake bar
herbs,oil
whole milk,sugar
margarine,specialty chocolate
root vegetables,meat
rolls/buns,yogurt,pot plants,fruit/vegetable juice,citrus fruit,roll products
domestic eggs,bottled beer
pip fruit,long life bakery product
chocolate,canned beer
ice cream,other vegetables
salty snack,pip fruit
pork,hard cheese,photo/film,tropical fruit
herbs,meat
whipped/sour cream,pork
bottled beer,berries
waffles,pastry,napkins
zwieback,newspapers
brown bread,tropical fruit
misc. beverages,grapes,instant coffee
margarine,pip fruit
soft cheese,sugar
root vegetables,butter milk
cream cheese,root vegetables
newspapers,vinegar
chicken,other vegetables
sausage,semi-finished bread
tea,domestic eggs,soda
root vegetables,bottled beer
root vegetables,grapes
citrus fruit,yogurt
salty snack,frankfurter
pastry,other vegetables
specialty chocolate,canned fruit,pip fruit,chewing gum,uht-milk
pastry,pip fruit
root vegetables,mayonnaise,other vegetables
margarine,whole milk
rolls/buns,onions
root vegetables,frankfurter
misc. beverages,sausage
rolls/buns,oil
pork,bottled beer
mustard,bottled water,sausage,bottled beer
rolls/buns,canned beer
root vegetables,newspapers,butter
organic sausage,semi-finished bread
rolls/buns,dessert
hamburger meat,whole milk
frankfurter,fruit/vegetable juice
soda,whole milk
frozen vegetables,sauces
butter,whole milk,shopping bags
pork,soda
specialty bar,rolls/buns,spread cheese
hamburger meat,tropical fruit
citrus fruit,grapes
condensed milk,margarine
yogurt,soda
beverages,mayonnaise,other vegetables
ready soups,flour
root vegetables,curd
whole milk,other vegetables,berries
chocolate,tropical fruit
instant food products,whole milk,canned beer
shopping bags,cake bar
soda,fruit/vegetable juice
chicken,butter milk
hygiene articles,bottled water,candy
citrus fruit,fruit/vegetable juice
beef,ice cream
bottled water,frozen fish
newspapers,other vegetables
soft cheese,newspapers
margarine,ham,hamburger meat,whole milk
domestic eggs,skin care,other vegetables
salty snack,hamburger meat
whipped/sour cream,chicken,frozen vegetables,canned beer
frankfurter,curd
chocolate,whole milk
root vegetables,tropical fruit
rolls/buns,newspapers
pip fruit,long life bakery product
pork,chocolate,pip fruit
hygiene articles,pastry,butter milk
yogurt,packaged fruit/vegetables
root vegetables,soda
softener,butter milk,tropical fruit
beef,canned beer
soda,chewing gum
root vegetables,meat
soda,semi-finished bread
rolls/buns,sausage
citrus fruit,roll products
bottled water,pip fruit,other vegetables
beef,other vegetables
coffee,napkins,pork,seasonal products,butter
oil,liquor (appetizer),cookware,seasonal products
soda,long life bakery product
pasta,domestic eggs
bottled water,newspapers,bottled beer,seasonal products
pork,butter milk,tropical fruit,uht-milk,cream cheese
beverages,tropical fruit
uht-milk,newspapers,rice
oil,butter
finished products,whole milk
softener,domestic eggs
yogurt,pip fruit
white bread,pip fruit,other vegetables
margarine,butter milk
brown bread,bottled beer
oil,onions
ham,yogurt,dessert
ice cream,napkins
